DRUG_ID	DRUG_NAME	DepMapID	AUC_PUBLISHED
1046	681640	ACH-000568	0.790617
1046	681640	ACH-000988	0.731768
1046	681640	ACH-000042	0.8468959999999999
1046	681640	ACH-000178	0.7846
1046	681640	ACH-001151	0.896282
1046	681640	ACH-000978	0.816439
1046	681640	ACH-000535	0.919919
1046	681640	ACH-000974	0.8634639999999999
1046	681640	ACH-000574	0.8831709999999999
1046	681640	ACH-000696	0.741635
1046	681640	ACH-000001	0.8402870000000001
1046	681640	ACH-000965	0.79886
1046	681640	ACH-000293	0.890136
1177	NIRAPARIB	ACH-000856	0.916199
1177	NIRAPARIB	ACH-000048	0.9391700000000001
1177	NIRAPARIB	ACH-000222	0.966276
1177	NIRAPARIB	ACH-000910	0.8988299999999999
1177	NIRAPARIB	ACH-000118	0.94947
1177	NIRAPARIB	ACH-000857	0.978037
1177	NIRAPARIB	ACH-001630	0.9685299999999999
1177	NIRAPARIB	ACH-000060	0.9582579999999999
1177	NIRAPARIB	ACH-000947	0.9647370000000001
1177	NIRAPARIB	ACH-000864	0.929587
1177	NIRAPARIB	ACH-000114	0.963051
1177	NIRAPARIB	ACH-000913	0.83605
1177	NIRAPARIB	ACH-000308	0.957994
1177	NIRAPARIB	ACH-000691	0.9899319999999999
1177	NIRAPARIB	ACH-000527	0.965892
1177	NIRAPARIB	ACH-000783	0.955464
1177	NIRAPARIB	ACH-000849	0.9545469999999999
1177	NIRAPARIB	ACH-000347	0.970103
1177	NIRAPARIB	ACH-000430	0.959102
1177	NIRAPARIB	ACH-000711	0.9889879999999999
1177	NIRAPARIB	ACH-000320	0.9751110000000001
1177	NIRAPARIB	ACH-000138	0.911201
1177	NIRAPARIB	ACH-000213	0.971369
1177	NIRAPARIB	ACH-000354	0.956451
1177	NIRAPARIB	ACH-001374	0.8202530000000001
1177	NIRAPARIB	ACH-000349	0.9860399999999999
1177	NIRAPARIB	ACH-000148	0.9755299999999999
1177	NIRAPARIB	ACH-000091	0.959277
1177	NIRAPARIB	ACH-000885	0.892616
1177	NIRAPARIB	ACH-000107	0.91981
1177	NIRAPARIB	ACH-000265	0.98135
1177	NIRAPARIB	ACH-000248	0.9679530000000001
1177	NIRAPARIB	ACH-000643	0.966776
1177	NIRAPARIB	ACH-000270	0.935002
1177	NIRAPARIB	ACH-000281	0.980543
1177	NIRAPARIB	ACH-000704	0.9458690000000001
1177	NIRAPARIB	ACH-001655	0.904874
1177	NIRAPARIB	ACH-000524	0.9543389999999999
1177	NIRAPARIB	ACH-000906	0.919349
1177	NIRAPARIB	ACH-000243	0.979916
1177	NIRAPARIB	ACH-000934	0.967994
1177	NIRAPARIB	ACH-000094	0.966844
1177	NIRAPARIB	ACH-000332	0.956759
1177	NIRAPARIB	ACH-000879	0.958627
1177	NIRAPARIB	ACH-000573	0.958728
1177	NIRAPARIB	ACH-000223	0.978181
1177	NIRAPARIB	ACH-000768	0.9041799999999999
1177	NIRAPARIB	ACH-000663	0.953974
1177	NIRAPARIB	ACH-000811	0.916867
1177	NIRAPARIB	ACH-000117	0.955092
1177	NIRAPARIB	ACH-000966	0.901725
1177	NIRAPARIB	ACH-000023	0.967173
1177	NIRAPARIB	ACH-000657	0.752522
1177	NIRAPARIB	ACH-000940	0.974671
1177	NIRAPARIB	ACH-000374	0.9626610000000001
1177	NIRAPARIB	ACH-000624	0.9349540000000001
1177	NIRAPARIB	ACH-000291	0.9632280000000001
1177	NIRAPARIB	ACH-000936	0.982727
1177	NIRAPARIB	ACH-000192	0.9422969999999999
1177	NIRAPARIB	ACH-000277	0.9732620000000001
1177	NIRAPARIB	ACH-000352	0.968994
1177	NIRAPARIB	ACH-000212	0.974524
1177	NIRAPARIB	ACH-000652	0.9018459999999999
1177	NIRAPARIB	ACH-000330	0.965808
1177	NIRAPARIB	ACH-000621	0.976298
1177	NIRAPARIB	ACH-000988	0.9759540000000001
1177	NIRAPARIB	ACH-000042	0.936199
1177	NIRAPARIB	ACH-001151	0.933142
1177	NIRAPARIB	ACH-000978	0.9555319999999999
1177	NIRAPARIB	ACH-000535	0.953255
1177	NIRAPARIB	ACH-000974	0.949192
1177	NIRAPARIB	ACH-000696	0.921681
1177	NIRAPARIB	ACH-000859	0.9808870000000001
1177	NIRAPARIB	ACH-000001	0.977607
1177	NIRAPARIB	ACH-000965	0.9805729999999999
1177	NIRAPARIB	ACH-000293	0.958249
1177	NIRAPARIB	ACH-000536	0.978547
1179	MK-1775	ACH-000856	0.661668
1179	MK-1775	ACH-000759	0.811968
1179	MK-1775	ACH-000699	0.6652
1179	MK-1775	ACH-000910	0.791475
1179	MK-1775	ACH-000857	0.783888
1179	MK-1775	ACH-000691	0.825809
1179	MK-1775	ACH-000755	0.9083690000000001
1179	MK-1775	ACH-000783	0.8491209999999999
1179	MK-1775	ACH-000849	0.784872
1179	MK-1775	ACH-000711	0.7423390000000001
1179	MK-1775	ACH-000349	0.8550719999999999
1179	MK-1775	ACH-000248	0.805231
1179	MK-1775	ACH-000643	0.7152350000000001
1179	MK-1775	ACH-000934	0.7585970000000001
1179	MK-1775	ACH-000573	0.8040039999999999
1179	MK-1775	ACH-000223	0.8210459999999999
1179	MK-1775	ACH-000768	0.737945
1179	MK-1775	ACH-000554	0.891726
1179	MK-1775	ACH-000117	0.9368639999999999
1179	MK-1775	ACH-000818	0.90464
1179	MK-1775	ACH-000196	0.607457
1179	MK-1775	ACH-000374	0.694175
1179	MK-1775	ACH-000624	0.602925
1179	MK-1775	ACH-000277	0.8842459999999999
1179	MK-1775	ACH-000352	0.84195
1179	MK-1775	ACH-000212	0.760383
1179	MK-1775	ACH-000568	0.868094
1179	MK-1775	ACH-000330	0.8062159999999999
1179	MK-1775	ACH-000621	0.76745
1179	MK-1775	ACH-000859	0.81979899999999994
1179	MK-1775	ACH-000536	0.833498
1179	MK-1775	ACH-000048	0.74005
1179	MK-1775	ACH-000222	0.843806
1179	MK-1775	ACH-000118	0.703968
1179	MK-1775	ACH-001630	0.779753
1179	MK-1775	ACH-000060	0.7518060000000001
1179	MK-1775	ACH-000864	0.7073020000000001
1179	MK-1775	ACH-000114	0.8485290000000001
1179	MK-1775	ACH-000913	0.596655
1179	MK-1775	ACH-000308	0.717066
1179	MK-1775	ACH-000527	0.680355
1179	MK-1775	ACH-000430	0.610129
1179	MK-1775	ACH-000320	0.729866
1179	MK-1775	ACH-000138	0.6466810000000001
1179	MK-1775	ACH-000213	0.835731
1179	MK-1775	ACH-000354	0.66494
1179	MK-1775	ACH-001374	0.665694
1179	MK-1775	ACH-000148	0.632223
1179	MK-1775	ACH-000091	0.86572
1179	MK-1775	ACH-000885	0.588462
1179	MK-1775	ACH-000107	0.793932
1179	MK-1775	ACH-000265	0.686909
1179	MK-1775	ACH-000270	0.699184
1179	MK-1775	ACH-000281	0.7802560000000001
1179	MK-1775	ACH-000704	0.837931
1179	MK-1775	ACH-001655	0.813351
1179	MK-1775	ACH-000524	0.7191270000000001
1179	MK-1775	ACH-000906	0.623168
1179	MK-1775	ACH-000243	0.617376
1179	MK-1775	ACH-000094	0.744139
1179	MK-1775	ACH-000332	0.7560439999999999
1179	MK-1775	ACH-000879	0.809325
1179	MK-1775	ACH-000443	0.854716
1179	MK-1775	ACH-000663	0.742671
1179	MK-1775	ACH-000719	0.7298939999999999
1179	MK-1775	ACH-000811	0.709577
1179	MK-1775	ACH-000966	0.487921
1179	MK-1775	ACH-000023	0.5795319999999999
1179	MK-1775	ACH-000657	0.587713
1179	MK-1775	ACH-000940	0.6886220000000001
1179	MK-1775	ACH-000291	0.757821
1179	MK-1775	ACH-000192	0.817209
1179	MK-1775	ACH-000652	0.6604439999999999
1179	MK-1775	ACH-000988	0.5812609999999999
1179	MK-1775	ACH-000042	0.655914
1179	MK-1775	ACH-000178	0.766606
1179	MK-1775	ACH-001151	0.77576
1179	MK-1775	ACH-000978	0.6673180000000001
1179	MK-1775	ACH-000535	0.70223
1179	MK-1775	ACH-000974	0.692405
1179	MK-1775	ACH-000574	0.810523
1179	MK-1775	ACH-000696	0.578565
1179	MK-1775	ACH-000001	0.6067560000000001
1179	MK-1775	ACH-000965	0.639397
1179	MK-1775	ACH-000293	0.740887
1190	GEMCITABINE	ACH-000856	0.473545
1190	GEMCITABINE	ACH-000048	0.437986
1190	GEMCITABINE	ACH-000759	0.871231
1190	GEMCITABINE	ACH-000222	0.882127
1190	GEMCITABINE	ACH-000699	0.972835
1190	GEMCITABINE	ACH-000910	0.8648950000000001
1190	GEMCITABINE	ACH-000118	0.868816
1190	GEMCITABINE	ACH-000857	0.8700379999999999
1190	GEMCITABINE	ACH-001630	0.623123
1190	GEMCITABINE	ACH-000060	0.8019069999999999
1190	GEMCITABINE	ACH-000864	0.9319200000000001
1190	GEMCITABINE	ACH-000114	0.965216
1190	GEMCITABINE	ACH-000913	0.480155
1190	GEMCITABINE	ACH-000308	0.757876
1190	GEMCITABINE	ACH-000691	0.981359
1190	GEMCITABINE	ACH-000527	0.910294
1190	GEMCITABINE	ACH-000783	0.8993680000000001
1190	GEMCITABINE	ACH-000849	0.665903
1190	GEMCITABINE	ACH-000430	0.5181560000000001
1190	GEMCITABINE	ACH-000711	0.945102
1190	GEMCITABINE	ACH-000320	0.496515
1190	GEMCITABINE	ACH-000138	0.5006229999999999
1190	GEMCITABINE	ACH-000213	0.528668
1190	GEMCITABINE	ACH-000354	0.630926
1190	GEMCITABINE	ACH-001374	0.5697
1190	GEMCITABINE	ACH-000349	0.9528780000000001
1190	GEMCITABINE	ACH-000148	0.9078149999999999
1190	GEMCITABINE	ACH-000091	0.785317
1190	GEMCITABINE	ACH-000885	0.855302
1190	GEMCITABINE	ACH-000107	0.9673370000000001
1190	GEMCITABINE	ACH-000265	0.59841
1190	GEMCITABINE	ACH-000248	0.580526
1190	GEMCITABINE	ACH-000643	0.864944
1190	GEMCITABINE	ACH-000270	0.952425
1190	GEMCITABINE	ACH-000281	0.970878
1190	GEMCITABINE	ACH-000704	0.620945
1190	GEMCITABINE	ACH-001655	0.908918
1190	GEMCITABINE	ACH-000524	0.971601
1190	GEMCITABINE	ACH-000906	0.47140699999999996
1190	GEMCITABINE	ACH-000243	0.684027
1190	GEMCITABINE	ACH-000934	0.9321149999999999
1190	GEMCITABINE	ACH-000094	0.878662
1190	GEMCITABINE	ACH-000332	0.721018
1190	GEMCITABINE	ACH-000879	0.8827940000000001
1190	GEMCITABINE	ACH-000573	0.783145
1190	GEMCITABINE	ACH-000223	0.9781709999999999
1190	GEMCITABINE	ACH-000768	0.803186
1190	GEMCITABINE	ACH-000443	0.974008
1190	GEMCITABINE	ACH-000663	0.946436
1190	GEMCITABINE	ACH-000719	0.939585
1190	GEMCITABINE	ACH-000811	0.848036
1190	GEMCITABINE	ACH-000117	0.96073
1190	GEMCITABINE	ACH-000966	0.6515890000000001
1190	GEMCITABINE	ACH-000818	0.977972
1190	GEMCITABINE	ACH-000023	0.856259
1190	GEMCITABINE	ACH-000657	0.433012
1190	GEMCITABINE	ACH-000940	0.991108
1190	GEMCITABINE	ACH-000374	0.913759
1190	GEMCITABINE	ACH-000624	0.30892
1190	GEMCITABINE	ACH-000291	0.779086
1190	GEMCITABINE	ACH-000192	0.96439
1190	GEMCITABINE	ACH-000277	0.976065
1190	GEMCITABINE	ACH-000352	0.991246
1190	GEMCITABINE	ACH-000212	0.8746010000000001
1190	GEMCITABINE	ACH-000652	0.74428
1190	GEMCITABINE	ACH-000568	0.9182959999999999
1190	GEMCITABINE	ACH-000330	0.971563
1190	GEMCITABINE	ACH-000621	0.63867
1190	GEMCITABINE	ACH-000988	0.976683
1190	GEMCITABINE	ACH-000042	0.815779
1190	GEMCITABINE	ACH-000178	0.9661370000000001
1190	GEMCITABINE	ACH-001151	0.8653430000000001
1190	GEMCITABINE	ACH-000978	0.9638959999999999
1190	GEMCITABINE	ACH-000535	0.77256
1190	GEMCITABINE	ACH-000974	0.49421099999999996
1190	GEMCITABINE	ACH-000574	0.981468
1190	GEMCITABINE	ACH-000696	0.43177299999999996
1190	GEMCITABINE	ACH-000859	0.9876510000000001
1190	GEMCITABINE	ACH-000001	0.926325
1190	GEMCITABINE	ACH-000965	0.914507
1190	GEMCITABINE	ACH-000293	0.9673309999999999
1190	GEMCITABINE	ACH-000536	0.9438780000000001
1190	GEMCITABINE	ACH-000755	0.9523590000000001
1190	GEMCITABINE	ACH-000554	0.970981
1190	GEMCITABINE	ACH-000196	0.256373
1259	TALAZOPARIB	ACH-000856	0.610051
1259	TALAZOPARIB	ACH-000048	0.685033
1259	TALAZOPARIB	ACH-000759	0.87934
1259	TALAZOPARIB	ACH-000222	0.9362450000000001
1259	TALAZOPARIB	ACH-000699	0.8607239999999999
1259	TALAZOPARIB	ACH-000910	0.977002
1259	TALAZOPARIB	ACH-000118	0.9167569999999999
1259	TALAZOPARIB	ACH-000857	0.979656
1259	TALAZOPARIB	ACH-001630	0.953656
1259	TALAZOPARIB	ACH-000060	0.9331450000000001
1259	TALAZOPARIB	ACH-000864	0.954606
1259	TALAZOPARIB	ACH-000114	0.9377200000000001
1259	TALAZOPARIB	ACH-000913	0.752744
1259	TALAZOPARIB	ACH-000308	0.918235
1259	TALAZOPARIB	ACH-000691	0.9766450000000001
1259	TALAZOPARIB	ACH-000527	0.9346899999999999
1259	TALAZOPARIB	ACH-000783	0.9432780000000001
1259	TALAZOPARIB	ACH-000849	0.920528
1259	TALAZOPARIB	ACH-000430	0.693475
1259	TALAZOPARIB	ACH-000711	0.97272
1259	TALAZOPARIB	ACH-000320	0.8346629999999999
1259	TALAZOPARIB	ACH-000138	0.803503
1259	TALAZOPARIB	ACH-000213	0.905849
1259	TALAZOPARIB	ACH-000354	0.771076
1259	TALAZOPARIB	ACH-001374	0.876707
1259	TALAZOPARIB	ACH-000349	0.9870950000000001
1259	TALAZOPARIB	ACH-000148	0.961534
1259	TALAZOPARIB	ACH-000091	0.9747459999999999
1259	TALAZOPARIB	ACH-000885	0.905696
1259	TALAZOPARIB	ACH-000107	0.916464
1259	TALAZOPARIB	ACH-000265	0.93994
1259	TALAZOPARIB	ACH-000248	0.8932620000000001
1259	TALAZOPARIB	ACH-000643	0.923652
1259	TALAZOPARIB	ACH-000270	0.9324370000000001
1259	TALAZOPARIB	ACH-000281	0.953702
1259	TALAZOPARIB	ACH-000704	0.874296
1259	TALAZOPARIB	ACH-001655	0.935314
1259	TALAZOPARIB	ACH-000524	0.957673
1259	TALAZOPARIB	ACH-000906	0.8480190000000001
1259	TALAZOPARIB	ACH-000243	0.955937
1259	TALAZOPARIB	ACH-000934	0.9782700000000001
1259	TALAZOPARIB	ACH-000094	0.9055700000000001
1259	TALAZOPARIB	ACH-000332	0.9354819999999999
1259	TALAZOPARIB	ACH-000879	0.927694
1259	TALAZOPARIB	ACH-000573	0.903716
1259	TALAZOPARIB	ACH-000223	0.94889
1259	TALAZOPARIB	ACH-000768	0.931375
1259	TALAZOPARIB	ACH-000443	0.972841
1259	TALAZOPARIB	ACH-000663	0.94429
1259	TALAZOPARIB	ACH-000719	0.966784
1259	TALAZOPARIB	ACH-000811	0.8602850000000001
1259	TALAZOPARIB	ACH-000117	0.894366
1259	TALAZOPARIB	ACH-000966	0.709432
1259	TALAZOPARIB	ACH-000818	0.963557
1259	TALAZOPARIB	ACH-000023	0.9510719999999999
1259	TALAZOPARIB	ACH-000657	0.655036
1259	TALAZOPARIB	ACH-000940	0.978657
1259	TALAZOPARIB	ACH-000374	0.908092
