DepMapID	correlation	CellLine_Name_Cleaned	Cancer_Type	Cancer_Subtype	DerivedFrom_Primary_or_Met
ACH-000001	-0.0643692139120104	NIHOVCAR3	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-000002	-0.08233049732905937	HL60	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	Primary
ACH-000003	-0.0613826992409376	CACO2	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000004	-0.036524440440118516	HEL	Leukemia	Acute Myelogenous Leukemia (AML)_M6 (Erythroleukemia)	NA
ACH-000005	-0.010982438049423057	HEL9217	Leukemia	Acute Myelogenous Leukemia (AML)_M6 (Erythroleukemia)	NA
ACH-000007	-0.16581506852547162	LS513	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000008	0.004127687138189115	A101D	Skin Cancer	Melanoma	NA
ACH-000009	-0.0366624463280904	C2BBE1	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000010	-0.03438662807937264	NCIH2077	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	NA
ACH-000011	-0.09254773467253906	253J	Bladder Cancer	Carcinoma	Metastasis
ACH-000017	-0.2410514816513024	SKBR3	Breast Cancer	Carcinoma	Metastasis
ACH-000018	0.2139379455128578	T24	Bladder Cancer	Carcinoma	Primary
ACH-000020	-0.016199213415097936	MHHCALL2	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000022	-0.20567412984570432	PATU8988S	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000023	0.02575330359881161	PATU8988T	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000026	-0.05527681578559656	253JBV	Bladder Cancer	Carcinoma	Metastasis
ACH-000028	-0.22238828700162255	KPL1	Breast Cancer	Carcinoma	Metastasis
ACH-000029	-0.13974500876416648	HCC827GR5	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000030	-0.1879145413409818	PC14	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000031	0.023764993522993653	PANC0213	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000032	0.006009510679490913	MHHCALL3	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000033	-0.0771292918598079	NCIH1819	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000035	-0.16750036222228945	NCIH1650	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000036	-0.02299247762950054	U343	Brain Cancer	Glioblastoma	NA
ACH-000038	-0.011731521293762757	EHEB	Lymphoma	B-cell	NA
ACH-000039	-0.02285960557433615	SKNMC	Bone Cancer	Ewings Sarcoma	Metastasis
ACH-000041	-0.02350575762781616	RDES	Bone Cancer	Ewings Sarcoma	Primary
ACH-000042	-0.12278202466605655	PANC0203	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000043	0.11187431967763155	HS895T	Fibroblast	Skin	Metastasis
ACH-000044	-0.18595462185490355	MDAMB134VI	Breast Cancer	Breast Ductal Carcinoma	Metastasis
ACH-000045	-0.08669709000423617	MV411	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-000048	-0.001077628894987817	TOV112D	Ovarian Cancer	Adenocarcinoma_endometrioid	Primary
ACH-000049	0.0498614080353372	HEKTE	Engineered	NA	NA
ACH-000050	-0.06445383054554857	NCIH929	Myeloma	Multiple Myeloma_plasmacytoma	Metastasis
ACH-000051	0.009091249147991125	TE617T	Sarcoma	Rhabdomyosarcoma	Primary
ACH-000052	-0.025299990866857136	A673	Bone Cancer	Ewings Sarcoma	Primary
ACH-000053	-0.05885316694925867	KARPAS299	Lymphoma	T-cell_Non-Hodgkins_Anaplastic Large Cell (ALCL)	NA
ACH-000054	0.13854614405104398	HT1080	Sarcoma	Fibrosarcoma	Metastasis
ACH-000055	-0.011210869992811932	D283MED	Brain Cancer	Medulloblastoma	Metastasis
ACH-000056	-0.05694932333358292	DOHH2	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000057	-0.0411443925410769	OPM1	Myeloma	Multiple Myeloma	NA
ACH-000058	-0.07365302186746996	ML1	Thyroid Cancer	Carcinoma_follicular	NA
ACH-000059	0.03175144729720722	SUPB15	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-000060	-0.06457983803929795	PANC1005	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000061	-0.023793131894120582	HH	Lymphoma	T-cell_Non-Hodgkins_Cutaneous	NA
ACH-000062	-0.07861405769068004	RERFLCMS	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000064	0.2530220850796488	SALE	Engineered	NA	NA
ACH-000065	-0.039605097313316386	OCIAML5	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-000066	-0.07008343243891899	HCC4006	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000067	0.061583558810760754	HS683	Brain Cancer	Oligodendroglioma	Primary
ACH-000068	-0.057586598731419296	REC1	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	NA
ACH-000069	-0.006214519335681265	HS611T	Lymphoma	B-cell_Hodgkins	NA
ACH-000072	-0.01957167165320471	MEG01	Leukemia	Chronic Myelogenous Leukemia (CML)	NA
ACH-000074	-0.06292503675000685	KU812	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	NA
ACH-000075	0.0363687126150682	U87MG	Brain Cancer	Astrocytoma	Primary
ACH-000076	-0.040004194538771874	NCO2	Leukemia	Chronic Myelogenous Leukemia (CML)	NA
ACH-000077	-0.04749317910255803	MJ	Lymphoma	T-cell_Non-Hodgkins_Cutaneous	NA
ACH-000079	0.07775032801478038	TE125T	Fibroblast	Soft tissue	NA
ACH-000081	-0.023114583040323107	GDM1	Leukemia	Acute Myelogenous Leukemia (AML)	NA
ACH-000085	0.11913320777961488	T3M4	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000086	0.03755931116755737	ACCMESO1	Lung Cancer	Mesothelioma	NA
ACH-000087	-0.0235141869479502	SKES1	Bone Cancer	Ewings Sarcoma	Primary
ACH-000090	0.08216873177216327	PC3	Prostate Cancer	Adenocarcinoma	Metastasis
ACH-000091	-0.0694117702036145	OV56	Ovarian Cancer	Adenocarcinoma_serous	Metastasis
ACH-000094	-0.11975607517129971	HPAFII	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000095	-0.02769384616423152	D341	Brain Cancer	Medulloblastoma	NA
ACH-000096	1.9407383825358477e-4	G401	Rhabdoid	Malignant Rhabdoid Tumor	Primary
ACH-000097	-0.24711192281990613	ZR751	Breast Cancer	Breast Ductal Carcinoma	Metastasis
ACH-000098	0.11779890220758005	GAMG	Brain Cancer	Glioblastoma	Primary
ACH-000099	9.873001481403218e-4	SIMA	Neuroblastoma	NA	NA
ACH-000100	0.056120912654500324	RH41	Sarcoma	Rhabdomyosarcoma_alveolar	Metastasis
ACH-000102	0.04336551566605784	GMS10	Brain Cancer	Glioblastoma	Primary
ACH-000104	-0.008195351314812062	LOUCY	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-000105	-0.024278202203190276	ALLSIL	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	Primary
ACH-000106	-0.027666633272932006	JVM2	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	NA
ACH-000107	-0.12609531425336992	CAPAN2	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000109	-0.12279254743626307	NCIH3255	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000110	-0.020803919870424292	NCCSTCK140	Gastric Cancer	Adenocarcinoma	NA
ACH-000112	-0.04662826489371647	SIGM5	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	NA
ACH-000113	-0.06561225774370079	OCIAML2	Leukemia	Acute Myelogenous Leukemia (AML)_M4 (Myelomonocytic)	Primary
ACH-000114	-0.12914031854165264	SU8686	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000117	-0.261493762449654	EFM192A	Breast Cancer	Adenocarcinoma	Metastasis
ACH-000118	-0.08623259000664527	HUPT3	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000119	0.10460403788829961	HS863T	Fibroblast	Bone	NA
ACH-000120	0.019002987459612108	CHP212	Neuroblastoma	NA	NA
ACH-000121	-0.08483975380106179	NCIH2405	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000122	-0.05990408333634986	SUPT11	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-000123	-0.02421750138247638	COV434	Ovarian Cancer	Adenocarcinoma_endometrioid	Primary
ACH-000124	4.1608113538210115e-4	OCILY19	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Primary
ACH-000125	0.032874090222789726	TO175T	Fibroblast	Lymphoma	Metastasis
ACH-000126	0.07083966212972186	KG1C	Brain Cancer	Oligodendroglioma	Primary
ACH-000127	0.11522595098911502	SLR20	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000128	0.05702264475418028	LN319	Brain Cancer	Astrocytoma	NA
ACH-000129	-0.0779928203618526	NCIH1341	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000130	-0.024389173037043122	NALM19	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000131	0.14981214036094695	HS229T	Fibroblast	Lung	Primary
ACH-000132	-0.0786155703991762	JHOS2	Ovarian Cancer	Adenocarcinoma_high grade serous	Primary
ACH-000134	0.0941960693534898	HS274T	Fibroblast	Breast	NA
ACH-000135	0.06739431426687581	HS940T	Fibroblast	Skin	Primary
ACH-000137	-0.023186120187246997	8MGBA	Brain Cancer	Astrocytoma	Primary
ACH-000138	-0.09060864582338385	CFPAC1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000140	-0.0721133305127048	PFEIFFER	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000141	0.016622794271417024	SNU308	Gallbladder Cancer	Adenocarcinoma	NA
ACH-000142	0.0653313876656149	CAL29	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-000144	-0.008300233968041977	RERFGC1B	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000148	0.0522090218043887	HS578T	Breast Cancer	Carcinoma	Primary
ACH-000149	0.08326762629244565	SKNSH	Neuroblastoma	NA	Metastasis
ACH-000150	-0.1270436554452674	HCC2935	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000151	0.005961782960736288	JM1	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000152	0.09926472235369092	M059K	Brain Cancer	Glioblastoma	Primary
ACH-000153	0.18530759794657548	NCIH2052	Lung Cancer	Mesothelioma	Metastasis
ACH-000154	0.09761530964796315	HS888T	Fibroblast	Bone	NA
ACH-000156	-0.0019510683080492574	MHHCALL4	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000157	-0.056287497125080715	A4FUK	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Primary
ACH-000159	-0.030031790988550088	OSRC2	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000160	-0.10306536612874533	BT12	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA
ACH-000161	-0.12586402463664106	CORL105	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000162	-0.04243534690018867	GA10	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA
ACH-000163	0.08993304733483075	SW579	Thyroid Cancer	Squamous Cell Carcinoma	Primary
ACH-000164	-0.0062785103831166375	PANC1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000166	-0.06444629635248626	KASUMI6	Leukemia	Acute Myelogenous Leukemia (AML)_M2 (Myeloblastic)	Primary
ACH-000168	-0.13460507456160156	NOMO1	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	Primary
ACH-000169	0.08546141023244021	RD	Sarcoma	Rhabdomyosarcoma_embryonal	Primary
ACH-000170	0.3256953187512572	PRECLH	Engineered	NA	NA
ACH-000171	-0.11292023466492615	VMRCRCZ	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000172	-0.006085839945179765	TM87	Rhabdoid	Malignant Rhabdoid Tumor	Metastasis
ACH-000173	-0.08542295518418681	JHUEM3	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	NA
ACH-000174	0.07465475377337194	CAL62	Thyroid Cancer	Carcinoma_anaplastic	Primary
ACH-000176	-0.020531373523946034	LOUNH91	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Squamous Cell Carcinoma	Primary
ACH-000177	-0.0928663333843998	NCIH660	Prostate Cancer	Small Cell Carcinoma	Metastasis
ACH-000178	0.15198176343598274	HS766T	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000179	-0.04489617790721809	NCIH1618	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000180	0.052641984031513156	HS839T	Fibroblast	Skin	NA
ACH-000181	0.11618193942194419	SCC9	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-000182	-0.16842018097354816	SNU869	Bile Duct Cancer	Cholangiocarcinoma_extrahepatic	NA
ACH-000184	0.0931261409661033	HS343T	Fibroblast	Breast	NA
ACH-000186	0.002715611310906122	NCIH2444	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Primary
ACH-000187	-0.024329309063191435	CORL311	Lung Cancer	Small Cell Lung Cancer (SCLC)	Primary
ACH-000188	0.31293489532040725	SCC25	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-000189	-0.04897506133990692	RCC10RGB	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000190	0.12210495259055586	HDMYZ	Lymphoma	B-cell_Hodgkins	NA
ACH-000191	-0.1014677223486781	BHT101	Thyroid Cancer	Carcinoma_papillary	Metastasis
ACH-000192	-0.055870464003344215	MFE280	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000193	-0.04060210612859199	KARPAS620	Myeloma	Multiple Myeloma	Primary
ACH-000194	0.0668195860286765	HS934T	Fibroblast	Skin	Primary
ACH-000195	-0.056535371500375756	SET2	Leukemia	Acute Myelogenous Leukemia (AML)	NA
ACH-000196	-0.15665120738871854	HCC1599	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-000197	-0.03977518848295117	TALL1	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	Primary
ACH-000198	-0.09152896509765875	EOL1	Leukemia	Acute Myelogenous Leukemia (AML)_M5 (Eosinophilic/Monocytic)	NA
ACH-000199	-0.0036322483514713683	HS255T	Fibroblast	Colorectal	NA
ACH-000201	-0.04821853085466413	A204	Rhabdoid	Malignant Rhabdoid Tumor	Primary
ACH-000202	-0.04301243689217121	COLO320	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000204	-0.05967059893866026	LP1	Myeloma	Multiple Myeloma	Primary
ACH-000205	0.0038917720021581746	PK59	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000207	0.09214762615462933	DETROIT562	Head and Neck Cancer	Squamous Cell Carcinoma_pharynx	Metastasis
ACH-000208	0.08464064971586226	U178	Brain Cancer	Glioblastoma	NA
ACH-000209	-0.13120236358232973	SNU1079	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-000210	-0.08029209468260255	CADOES1	Bone Cancer	Ewings Sarcoma	Metastasis
ACH-000211	0.09790519235496188	DAOY	Brain Cancer	Medulloblastoma	Primary
ACH-000212	-0.03974144490603566	CAL120	Breast Cancer	Carcinoma	Metastasis
ACH-000213	-0.12386340096814345	HUPT4	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000217	-0.01146740495048246	JHH6	Liver Cancer	Hepatocellular Carcinoma	Primary
ACH-000218	-0.0798743938306692	PL21	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	NA
ACH-000219	0.022431154142270874	A375	Skin Cancer	Melanoma	Primary
ACH-000220	-0.06878526987642512	MINO	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	NA
ACH-000221	0.018739069262035498	SNU398	Liver Cancer	Hepatocellular Carcinoma	Primary
ACH-000222	-0.20480505848462965	ASPC1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000223	-0.2693913896874449	HCC1937	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-000225	-0.10896234076953494	ECC12	Gastric Cancer	Small Cell Carcinoma	NA
ACH-000227	-0.0024641162989354464	KPNYN	Neuroblastoma	NA	Metastasis
ACH-000228	-0.02369379850001242	BICR31	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-000230	0.04730740884516211	HS742T	Fibroblast	Breast	NA
ACH-000231	0.038110467854184475	KALS1	Brain Cancer	Glioblastoma	Primary
ACH-000232	-0.02010910862532288	U251MG	Brain Cancer	Astrocytoma	Primary
ACH-000233	-0.046245157232032576	DEL	Lymphoma	T-cell_Non-Hodgkins_Anaplastic Large Cell (ALCL)	NA
ACH-000234	-0.13180119203840585	CAKI2	Kidney Cancer	Renal Carcinoma_clear cell	Primary
ACH-000236	-0.06767340954635645	SW1417	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000237	-0.11033771306137995	JHOM1	Ovarian Cancer	Adenocarcinoma_mucinous	Primary
ACH-000238	0.16869396204334053	SCC4	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-000242	-0.06358388030945207	RT4	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-000243	0.24567242966381964	DANG	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	NA
ACH-000245	-0.031164472126570336	BL41	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA
ACH-000246	-0.003853496641825115	SLR23	Kidney Cancer	Renal Cell Carcinoma	Metastasis
ACH-000247	-0.18633627746360468	OCUM1	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000248	-0.2803043611067828	AU565	Breast Cancer	Adenocarcinoma	Metastasis
ACH-000249	-0.04388913845977845	CL11	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000250	-0.13928836644415338	KMRC20	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000252	-0.10677212004105249	LS1034	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000253	-0.08841913191247412	COLO201	Colon/Colorectal Cancer	Adenocarcinoma	Metastasis
ACH-000254	0.12218046523543549	SCC15	Head and Neck Cancer	Squamous Cell Carcinoma	NA
ACH-000256	-0.03564773636939959	COV318	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-000259	-0.012001314292154536	KELLY	Neuroblastoma	NA	Primary
ACH-000260	0.05730716105609225	SKNAS	Neuroblastoma	NA	Metastasis
ACH-000262	0.0354545431191907	UOK101	Kidney Cancer	Renal Cell Carcinoma	NA
ACH-000263	-0.020218261358980364	KASUMI1	Leukemia	Acute Myelogenous Leukemia (AML)_M2 (Myeloblastic)	Primary
ACH-000264	-0.07885527521332364	CALU6	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Metastasis
ACH-000265	-0.053405646417874264	KP4	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000266	-0.10460071930635748	SNU213	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	NA
ACH-000267	-0.03840641359893673	HDLM2	Lymphoma	B-cell_Hodgkins	NA
ACH-000269	0.2339744748895396	AM38	Brain Cancer	Glioblastoma	Primary
ACH-000270	-0.19785516521545687	HPAC	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000271	-0.07675151178256612	SUDHL10	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000272	-0.03619050237530384	SLR24	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000273	0.00697998195685779	SF539	Brain Cancer	Glioma	Primary
ACH-000274	0.03129454887280063	HS852T	Skin Cancer	Melanoma	NA
ACH-000277	-0.23757929348497545	HCC1419	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-000278	-0.031392134297398545	COV362	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-000279	-0.003282107892978427	EWS502	Bone Cancer	Ewings Sarcoma	NA
ACH-000281	-0.0748811972439093	KP2	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000282	-0.11582749214339168	NCIH1755	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000283	0.19590858084081791	A1207	Brain Cancer	Glioblastoma	NA
ACH-000286	-0.06937096045918045	SNU1033	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000287	-0.021448979400733596	NUDUL1	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	NA
ACH-000289	0.026962946712682716	SNU466	Brain Cancer	Glioblastoma	NA
ACH-000291	-0.08410263386874672	OV90	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-000292	-0.02730326841342516	NCIH841	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000293	-0.01956902095234597	KLE	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000294	-0.05470806206721226	NB4	Leukemia	Acute Myelogenous Leukemia (AML)_M3 (Promyelocytic)	Primary
ACH-000295	-0.08017350268333005	EM2	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	NA
ACH-000296	-0.12036477497051391	OUMS23	Colon/Colorectal Cancer	Adenocarcinoma	Metastasis
ACH-000297	0.0015431002520671525	NCIH889	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000301	-0.06021579317131639	LAMA84	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	Primary
ACH-000302	-0.02510010042743322	SNU1077	Endometrial/Uterine Cancer	Mullerian Carcinoma	Primary
ACH-000303	-0.09528199768563052	SNU5	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000304	0.04448936505999331	WM115	Skin Cancer	Melanoma	Metastasis
ACH-000305	0.0805278235515683	ECGI10	Esophageal Cancer	Squamous Cell Carcinoma	NA
ACH-000306	0.011787147881861608	HS688AT	Fibroblast	Skin	Primary
ACH-000307	0.13327607825244614	PK1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000308	-0.05859914628998236	EFO21	Ovarian Cancer	Adenocarcinoma_clear cell	Metastasis
ACH-000312	-0.012636454881636715	SKNBE2	Neuroblastoma	NA	Metastasis
ACH-000313	-0.053202366688707196	KMRC3	Kidney Cancer	Renal Carcinoma_clear cell	Primary
ACH-000314	-0.02047891923852717	HCC2108	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000315	-0.03988218453300003	KARPAS422	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000316	-0.05952553666593627	SNU886	Liver Cancer	Hepatocellular Carcinoma	NA
ACH-000317	-0.08529351897113875	TUHR14TKB	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-000318	0.06153508540349981	TE10	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000319	-0.02821449015517929	MPP89	Lung Cancer	Mesothelioma	NA
ACH-000320	-0.0057827096206204	PSN1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-000322	0.0353955671986121	HT144	Skin Cancer	Melanoma	Metastasis
ACH-000325	-0.15112588545822347	SNU620	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000326	-0.05728633437260035	JURLMK1	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	NA
ACH-000327	-0.20123102586043928	NCIH1395	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000328	0.005362952324691722	LN215	Brain Cancer	Glioblastoma	NA
ACH-000330	-0.2498052288044296	EFM19	Breast Cancer	Breast Ductal Carcinoma	Metastasis
ACH-000331	-0.006625138134724542	ISTMES2	Lung Cancer	Mesothelioma	NA
ACH-000332	-0.0438346203036414	YAPC	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000334	-0.05052543424639655	DB	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000335	0.12352493945668795	MSTO211H	Lung Cancer	Mesothelioma	Metastasis
ACH-000336	-0.10816686069733797	OCIAML3	Leukemia	Acute Myelogenous Leukemia (AML)_M4 (Myelomonocytic)	Primary
ACH-000337	-0.08862992540265453	NCIH3122	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	NA
ACH-000340	0.09272780571546432	HS870T	Fibroblast	Bone	NA
ACH-000342	-0.1471995648153832	CL14	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000343	-0.06539973130637265	NCIH522	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000344	-0.2828581515689086	SNU668	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000345	0.008504801447344492	KPNRTBM1	Neuroblastoma	NA	Metastasis
ACH-000346	-0.03258772829000014	JVM3	Leukemia	Chronic Lymphoblastic Leukemia (CLL)_B-cell	NA
ACH-000347	-0.12277893029144446	QGP1	Pancreatic Cancer	Somatostatinoma	Primary
ACH-000348	0.05621895796634396	RPMI7951	Skin Cancer	Melanoma	Metastasis
ACH-000349	-0.18196792777700055	HCC1500	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-000350	-0.16902861306776867	COLO678	Colon/Colorectal Cancer	Adenocarcinoma	Metastasis
ACH-000352	-0.19434885481314096	HCC1428	Breast Cancer	Carcinoma	Metastasis
ACH-000353	0.09346354728504128	TE15	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000354	-0.2479580068004789	CAPAN1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-000355	0.02717105371548251	NCIH82	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000356	-0.14608204604805627	MKN45	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000357	-0.05039064009856404	JEKO1	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	NA
ACH-000358	-0.010240831999270639	NCIH69	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000359	0.02013237253976091	MG63	Bone Cancer	Osteosarcoma	Primary
ACH-000363	-0.07180954994732655	SKMM2	Myeloma	Multiple Myeloma	Primary
ACH-000364	0.04174656193587474	U2OS	Bone Cancer	Osteosarcoma	Primary
ACH-000365	-0.084019706555009	SUDHL4	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Metastasis
ACH-000366	0.0023461110156414804	SKNDZ	Neuroblastoma	NA	Metastasis
ACH-000368	0.04567575446982352	SNU1105	Brain Cancer	Glioblastoma	Primary
